idx,idx,prompt,p1_bid,p2_true_cost
572,572,"
                For your own product, your procurement team reports that raw materials cost $30.442 per unit. 
                Manufacturing overhead adds 25.576% to the base cost. 
                Your supplier offers a 3.707% discount per unit, but requires a minimum order of 6 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.626 per unit, they add overhead at 47.066% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",35.10840432379751,29.724918529730125
573,573,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $6.987 per unit, they add overhead at 48.881% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.926 per unit.
                Due to current factory utilization, overhead costs add 28.470% to production costs.
                While the supplier offers a volume incentive of 4.961% per unit, they won't accept orders below 8 units.
                ",15.8933936768004,23.188695591015488
574,574,"
                    Your supplier disclosed that P1's material costs represent 40.487% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.058 
                    per unit in materials. Standard pricing policy sets final price at 2.257x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $29.518 per unit. 
                Manufacturing overhead adds 33.657% to the base cost. 
                Your supplier offers a 3.876% discount per unit, but requires a minimum order of 9 units.
                ",11.473334008458405,25.68916099667862
575,575,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $136004.681 and variable cost of $6.154 per unit. 
                    They maintain a strict 31.557% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $28.663 for each unit produced.
                The finance department allocates factory overhead at 21.010% of material costs.
                Your recently negotiated supplier agreement includes a 4.988% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 7 units.
                ",28.862015728636557,22.574730877562338
576,576,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.662 per unit.
                Due to current factory utilization, overhead costs add 36.918% to production costs.
                While the supplier offers a volume incentive of 3.295% per unit, they won't accept orders below 6 units.
                
                    Your supplier disclosed that P1's material costs represent 38.676% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.508 
                    per unit in materials. Standard pricing policy sets final price at 2.006x total manufacturing cost.
                    ",38.947209013874485,27.090435637409637
577,577,"
                For your own product, your procurement team reports that raw materials cost $25.627 per unit. 
                Manufacturing overhead adds 27.285% to the base cost. 
                Your supplier offers a 4.571% discount per unit, but requires a minimum order of 9 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $141295.313 and variable cost of $6.511 per unit. 
                    They maintain a strict 33.236% operating margin policy.
                    ",30.916331497001156,19.19982549266766
578,578,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $105849.443 and variable cost of $6.454 per unit. 
                    They maintain a strict 34.973% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $28.266 per unit. 
                Manufacturing overhead adds 31.926% to the base cost. 
                Your supplier offers a 4.238% discount per unit, but requires a minimum order of 5 units.
                ",26.20332982596368,29.388146186437314
579,579,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.496 per unit, they add overhead at 48.870% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $24.377 per unit. 
                Manufacturing overhead adds 26.845% to the base cost. 
                Your supplier offers a 3.836% discount per unit, but requires a minimum order of 8 units.
                ",32.97016345129188,21.431641684629287
580,580,"
                Your manufacturing division reports that current material costs are $21.441 for each unit produced.
                The finance department allocates factory overhead at 33.771% of material costs.
                Your recently negotiated supplier agreement includes a 4.437% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $150401.621. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.734%.
                    ",36.08433644903013,22.319115806940285
581,581,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.248 per unit, they add overhead at 44.182% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.455 per unit.
                Due to current factory utilization, overhead costs add 36.153% to production costs.
                While the supplier offers a volume incentive of 3.308% per unit, they won't accept orders below 6 units.
                ",33.58784837125462,28.869363492714584
582,582,"
                For your own product, your procurement team reports that raw materials cost $28.998 per unit. 
                Manufacturing overhead adds 37.841% to the base cost. 
                Your supplier offers a 2.457% discount per unit, but requires a minimum order of 8 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $99169.945 and variable cost of $7.375 per unit. 
                    They maintain a strict 30.189% operating margin policy.
                    ",24.769040882334288,32.11577588294464
583,583,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.073 per unit.
                Due to current factory utilization, overhead costs add 22.680% to production costs.
                While the supplier offers a volume incentive of 4.768% per unit, they won't accept orders below 6 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $9.593 per unit, they add overhead at 43.865% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",21.08527389734615,25.463433420356402
584,584,"
                For your own product, your procurement team reports that raw materials cost $21.761 per unit. 
                Manufacturing overhead adds 27.280% to the base cost. 
                Your supplier offers a 4.156% discount per unit, but requires a minimum order of 7 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $32114.215. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.447%.
                    ",7.549880272585025,19.63955522223102
585,585,"
                For your own product, your procurement team reports that raw materials cost $29.066 per unit. 
                Manufacturing overhead adds 35.402% to the base cost. 
                Your supplier offers a 2.252% discount per unit, but requires a minimum order of 9 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $86481.005. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.174%.
                    ",20.488613329075115,31.380788049839275
586,586,"
                For your own product, your procurement team reports that raw materials cost $25.517 per unit. 
                Manufacturing overhead adds 38.893% to the base cost. 
                Your supplier offers a 3.863% discount per unit, but requires a minimum order of 7 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $206014.626 and variable cost of $5.028 per unit. 
                    They maintain a strict 28.100% operating margin policy.
                    ",35.645981671488926,25.85715663639371
587,587,"
                    Your supplier disclosed that P1's material costs represent 44.926% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.545 
                    per unit in materials. Standard pricing policy sets final price at 2.046x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $29.566 for each unit produced.
                The finance department allocates factory overhead at 39.535% of material costs.
                Your recently negotiated supplier agreement includes a 4.742% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",11.590070154153782,23.647094156228977
588,588,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.392 per unit.
                Due to current factory utilization, overhead costs add 34.360% to production costs.
                While the supplier offers a volume incentive of 3.075% per unit, they won't accept orders below 5 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.732 per unit, they add overhead at 44.702% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",32.56808215858206,27.733754460828155
589,589,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.619 per unit.
                Due to current factory utilization, overhead costs add 27.159% to production costs.
                While the supplier offers a volume incentive of 2.385% per unit, they won't accept orders below 7 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $119554.372 and variable cost of $8.211 per unit. 
                    They maintain a strict 25.191% operating margin policy.
                    ",26.957122887028408,30.317529047383022
590,590,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $66185.000. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.562%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.353 per unit.
                Due to current factory utilization, overhead costs add 23.858% to production costs.
                While the supplier offers a volume incentive of 3.551% per unit, they won't accept orders below 5 units.
                ",16.93800952651743,24.807522561337986
591,591,"
                    Your supplier disclosed that P1's material costs represent 39.941% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.932 
                    per unit in materials. Standard pricing policy sets final price at 2.321x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $27.590 for each unit produced.
                The finance department allocates factory overhead at 35.644% of material costs.
                Your recently negotiated supplier agreement includes a 4.138% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",34.4719679794064,28.132515235876127
592,592,"
                Your manufacturing division reports that current material costs are $22.638 for each unit produced.
                The finance department allocates factory overhead at 39.121% of material costs.
                Your recently negotiated supplier agreement includes a 4.270% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $130652.991. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.473%.
                    ",30.69273966411089,24.770392595324267
593,593,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $75292.725 and variable cost of $9.158 per unit. 
                    They maintain a strict 28.340% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $21.780 for each unit produced.
                The finance department allocates factory overhead at 32.195% of material costs.
                Your recently negotiated supplier agreement includes a 2.339% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",23.286171429482803,24.75174032959114
594,594,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $142697.241 and variable cost of $8.652 per unit. 
                    They maintain a strict 26.894% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $30.908 per unit. 
                Manufacturing overhead adds 37.554% to the base cost. 
                Your supplier offers a 2.973% discount per unit, but requires a minimum order of 8 units.
                ",31.35474008941747,32.402977174759876
595,595,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $112618.765 and variable cost of $8.008 per unit. 
                    They maintain a strict 29.621% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $22.025 per unit. 
                Manufacturing overhead adds 38.694% to the base cost. 
                Your supplier offers a 3.146% discount per unit, but requires a minimum order of 9 units.
                ",27.380644916821137,21.898669838238373
596,596,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $63415.125 and variable cost of $8.351 per unit. 
                    They maintain a strict 28.264% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $28.706 per unit. 
                Manufacturing overhead adds 31.738% to the base cost. 
                Your supplier offers a 4.340% discount per unit, but requires a minimum order of 9 units.
                ",20.481197764534347,23.044327666420333
597,597,"
                For your own product, your procurement team reports that raw materials cost $24.896 per unit. 
                Manufacturing overhead adds 39.554% to the base cost. 
                Your supplier offers a 2.951% discount per unit, but requires a minimum order of 9 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $8.626 per unit, they add overhead at 40.463% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",18.510895916462655,25.5149442639358
598,598,"
                Your manufacturing division reports that current material costs are $30.549 for each unit produced.
                The finance department allocates factory overhead at 39.829% of material costs.
                Your recently negotiated supplier agreement includes a 4.501% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $6.015 per unit, they add overhead at 48.120% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",13.61100608085972,25.412228882068217
599,599,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $10.595 per unit, they add overhead at 46.173% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $22.552 per unit. 
                Manufacturing overhead adds 26.245% to the base cost. 
                Your supplier offers a 3.590% discount per unit, but requires a minimum order of 6 units.
                ",23.660033501704284,22.33754614742572
600,600,"
                Your manufacturing division reports that current material costs are $28.258 for each unit produced.
                The finance department allocates factory overhead at 30.702% of material costs.
                Your recently negotiated supplier agreement includes a 3.159% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $10.450 per unit, they add overhead at 43.030% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",22.83591394965461,26.432836824105294
601,601,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.778 per unit.
                Due to current factory utilization, overhead costs add 22.746% to production costs.
                While the supplier offers a volume incentive of 2.099% per unit, they won't accept orders below 8 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $68861.287 and variable cost of $7.462 per unit. 
                    They maintain a strict 27.395% operating margin policy.
                    ",19.76199173116668,30.412670365810236
602,602,"
                For your own product, your procurement team reports that raw materials cost $28.116 per unit. 
                Manufacturing overhead adds 31.125% to the base cost. 
                Your supplier offers a 2.687% discount per unit, but requires a minimum order of 5 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $209010.759 and variable cost of $5.765 per unit. 
                    They maintain a strict 34.753% operating margin policy.
                    ",40.86899519003536,31.914721966158407
603,603,"
                Your manufacturing division reports that current material costs are $30.580 for each unit produced.
                The finance department allocates factory overhead at 26.834% of material costs.
                Your recently negotiated supplier agreement includes a 4.902% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                
                    Your supplier disclosed that P1's material costs represent 35.232% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.250 
                    per unit in materials. Standard pricing policy sets final price at 2.320x total manufacturing cost.
                    ",34.575775753735726,21.673083912610238
604,604,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $165602.221. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.903%.
                    
                Your manufacturing division reports that current material costs are $29.718 for each unit produced.
                The finance department allocates factory overhead at 23.874% of material costs.
                Your recently negotiated supplier agreement includes a 2.319% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",43.25700100256262,29.129561503661254
605,605,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.639 per unit.
                Due to current factory utilization, overhead costs add 26.961% to production costs.
                While the supplier offers a volume incentive of 2.004% per unit, they won't accept orders below 9 units.
                
                    Your supplier disclosed that P1's material costs represent 35.132% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.099 
                    per unit in materials. Standard pricing policy sets final price at 2.211x total manufacturing cost.
                    ",38.38900660799907,29.801351540555224
606,606,"
                Your manufacturing division reports that current material costs are $29.398 for each unit produced.
                The finance department allocates factory overhead at 34.135% of material costs.
                Your recently negotiated supplier agreement includes a 2.666% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $125214.051. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.630%.
                    ",28.48630035067451,31.023486019619824
607,607,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $40271.961. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.029%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.802 per unit.
                Due to current factory utilization, overhead costs add 38.594% to production costs.
                While the supplier offers a volume incentive of 3.504% per unit, they won't accept orders below 6 units.
                ",10.81569450111246,24.957467724989414
608,608,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.309 per unit.
                Due to current factory utilization, overhead costs add 23.229% to production costs.
                While the supplier offers a volume incentive of 4.532% per unit, they won't accept orders below 8 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $144963.575 and variable cost of $7.063 per unit. 
                    They maintain a strict 32.328% operating margin policy.
                    ",31.85822275081044,17.52458646693593
609,609,"
                For your own product, your procurement team reports that raw materials cost $29.324 per unit. 
                Manufacturing overhead adds 30.434% to the base cost. 
                Your supplier offers a 4.585% discount per unit, but requires a minimum order of 5 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $211381.426 and variable cost of $7.433 per unit. 
                    They maintain a strict 29.897% operating margin policy.
                    ",40.75598988383751,29.478834961352156
610,610,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $12.986 per unit, they add overhead at 47.708% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $28.742 per unit. 
                Manufacturing overhead adds 21.212% to the base cost. 
                Your supplier offers a 2.064% discount per unit, but requires a minimum order of 5 units.
                ",29.305480214100196,31.242127986889198
611,611,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $10.848 per unit, they add overhead at 40.050% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $27.463 for each unit produced.
                The finance department allocates factory overhead at 25.851% of material costs.
                Your recently negotiated supplier agreement includes a 2.607% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",23.209957673435824,29.156079842930453
612,612,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.135 per unit, they add overhead at 44.718% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.243 per unit.
                Due to current factory utilization, overhead costs add 24.229% to production costs.
                While the supplier offers a volume incentive of 2.386% per unit, they won't accept orders below 9 units.
                ",37.883960840612914,27.550653574377563
613,613,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $13.293 per unit, they add overhead at 46.823% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $29.657 for each unit produced.
                The finance department allocates factory overhead at 23.547% of material costs.
                Your recently negotiated supplier agreement includes a 4.846% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",29.81708231193198,25.987129356686008
614,614,"
                For your own product, your procurement team reports that raw materials cost $22.303 per unit. 
                Manufacturing overhead adds 20.321% to the base cost. 
                Your supplier offers a 3.670% discount per unit, but requires a minimum order of 9 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $50314.411. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.476%.
                    ",11.81888516413808,17.97069867121816
615,615,"
                    Your supplier disclosed that P1's material costs represent 41.730% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.805 
                    per unit in materials. Standard pricing policy sets final price at 2.319x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.842 per unit.
                Due to current factory utilization, overhead costs add 35.066% to production costs.
                While the supplier offers a volume incentive of 3.542% per unit, they won't accept orders below 9 units.
                ",32.259566090554145,27.45632817551508
616,616,"
                For your own product, your procurement team reports that raw materials cost $25.057 per unit. 
                Manufacturing overhead adds 22.648% to the base cost. 
                Your supplier offers a 4.241% discount per unit, but requires a minimum order of 6 units.
                
                    Your supplier disclosed that P1's material costs represent 44.724% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.633 
                    per unit in materials. Standard pricing policy sets final price at 2.359x total manufacturing cost.
                    ",29.70837811109363,22.91261986371814
617,617,"
                    Your supplier disclosed that P1's material costs represent 42.288% 
                    of their total manufacturing cost per unit. Their latest component order shows $3.112 
                    per unit in materials. Standard pricing policy sets final price at 2.187x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $23.556 per unit. 
                Manufacturing overhead adds 33.489% to the base cost. 
                Your supplier offers a 4.203% discount per unit, but requires a minimum order of 8 units.
                ",16.09772551669961,20.871530181311428
618,618,"
                    Your supplier disclosed that P1's material costs represent 44.063% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.233 
                    per unit in materials. Standard pricing policy sets final price at 2.158x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $28.442 per unit. 
                Manufacturing overhead adds 27.738% to the base cost. 
                Your supplier offers a 2.943% discount per unit, but requires a minimum order of 8 units.
                ",35.42092800156745,27.77825737015876
619,619,"
                Your manufacturing division reports that current material costs are $30.066 for each unit produced.
                The finance department allocates factory overhead at 29.239% of material costs.
                Your recently negotiated supplier agreement includes a 3.901% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 7 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $11.352 per unit, they add overhead at 49.239% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",25.88234796869614,28.246149209617162
620,620,"
                    Your supplier disclosed that P1's material costs represent 44.603% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.095 
                    per unit in materials. Standard pricing policy sets final price at 2.329x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $21.688 per unit. 
                Manufacturing overhead adds 28.958% to the base cost. 
                Your supplier offers a 2.854% discount per unit, but requires a minimum order of 5 units.
                ",37.04449271406868,23.97767447676399
621,621,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $66672.595 and variable cost of $6.567 per unit. 
                    They maintain a strict 25.445% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.383 per unit.
                Due to current factory utilization, overhead costs add 20.753% to production costs.
                While the supplier offers a volume incentive of 3.348% per unit, they won't accept orders below 7 units.
                ",17.75083779838831,28.08921956566126
622,622,"
                    Your supplier disclosed that P1's material costs represent 40.398% 
                    of their total manufacturing cost per unit. Their latest component order shows $1.841 
                    per unit in materials. Standard pricing policy sets final price at 2.044x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $21.718 for each unit produced.
                The finance department allocates factory overhead at 23.830% of material costs.
                Your recently negotiated supplier agreement includes a 4.352% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",9.315217778023825,19.871548458870993
623,623,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $77816.719 and variable cost of $8.401 per unit. 
                    They maintain a strict 27.749% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $23.646 per unit. 
                Manufacturing overhead adds 26.260% to the base cost. 
                Your supplier offers a 4.863% discount per unit, but requires a minimum order of 7 units.
                ",22.39840879843488,19.692341713168766
624,624,"
                Your manufacturing division reports that current material costs are $25.648 for each unit produced.
                The finance department allocates factory overhead at 34.886% of material costs.
                Your recently negotiated supplier agreement includes a 2.872% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.310 per unit, they add overhead at 42.573% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",31.170426524427935,26.646275676039263
625,625,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $170329.467. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.806%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.774 per unit.
                Due to current factory utilization, overhead costs add 29.868% to production costs.
                While the supplier offers a volume incentive of 4.662% per unit, they won't accept orders below 6 units.
                ",38.564528805810724,25.044084889489923
626,626,"
                For your own product, your procurement team reports that raw materials cost $25.515 per unit. 
                Manufacturing overhead adds 39.197% to the base cost. 
                Your supplier offers a 3.370% discount per unit, but requires a minimum order of 9 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.883 per unit, they add overhead at 44.116% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",39.37535782818864,24.745343408632976
627,627,"
                Your manufacturing division reports that current material costs are $23.889 for each unit produced.
                The finance department allocates factory overhead at 39.478% of material costs.
                Your recently negotiated supplier agreement includes a 4.835% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $160671.034. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 39.324%.
                    ",34.04838454600118,25.265653489787802
628,628,"
                Your manufacturing division reports that current material costs are $24.636 for each unit produced.
                The finance department allocates factory overhead at 35.958% of material costs.
                Your recently negotiated supplier agreement includes a 3.201% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                
                    Your supplier disclosed that P1's material costs represent 42.359% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.885 
                    per unit in materials. Standard pricing policy sets final price at 2.118x total manufacturing cost.
                    ",29.426284838156505,24.916269350485607
629,629,"
                For your own product, your procurement team reports that raw materials cost $23.359 per unit. 
                Manufacturing overhead adds 34.277% to the base cost. 
                Your supplier offers a 2.569% discount per unit, but requires a minimum order of 7 units.
                
                    Your supplier disclosed that P1's material costs represent 41.600% 
                    of their total manufacturing cost per unit. Their latest component order shows $4.474 
                    per unit in materials. Standard pricing policy sets final price at 2.270x total manufacturing cost.
                    ",24.4087642815673,25.72526601820823
630,630,"
                For your own product, your procurement team reports that raw materials cost $28.334 per unit. 
                Manufacturing overhead adds 27.862% to the base cost. 
                Your supplier offers a 4.710% discount per unit, but requires a minimum order of 9 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $76557.780 and variable cost of $5.359 per unit. 
                    They maintain a strict 33.517% operating margin policy.
                    ",19.57543452441167,20.870813447827807
631,631,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.601 per unit, they add overhead at 40.497% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $30.172 per unit. 
                Manufacturing overhead adds 39.751% to the base cost. 
                Your supplier offers a 2.898% discount per unit, but requires a minimum order of 9 units.
                ",42.07368683405263,31.167849775031634
